first_purchase_year;birth_year;gender;loyalty_store;id_customer
2020;1943;M;1042;23215
2013;1957;F;1059;23218
1989;1970;F;1045;23220
1998;1951;F;1058;23224
1996;1962;F;1025;23225
1985;1945;M;1045;23230
1999;1978;M;1205;23232
2021;1981;F;1167;23233
2021;1951;F;1044;23234
2020;1966;F;1047;23238
2002;1966;F;1033;23240
2019;1969;F;1205;23241
2020;1962;F;1064;23244
2020;1941;M;1187;23245
2019;1964;M;1064;23248
1991;1947;F;1040;23251
2007;1955;M;1071;23253
2002;1964;F;1021;23254
1998;1958;M;1064;23256
2018;1971;F;1043;23258
1989;1941;F;1095;23259
2020;1961;F;1164;23260
2020;1970;F;1159;23262
2020;1962;F;1178;23263
1996;1951;F;1037;23264
2002;1949;M;1023;23267
2020;1966;F;1176;23270
1998;1950;F;1052;23278
2001;1949;F;1071;23280
2019;1955;M;1054;23281
2020;1951;F;1158;23282
2000;1952;F;1028;23285
2016;1964;M;1074;23286
2014;1978;M;1202;23289
2020;1956;F;1180;23294
1987;1968;F;1066;23295
1987;1961;F;1037;23300
2020;1937;F;1165;23301
2021;1975;M;1047;23304
1988;1942;M;1066;23305
1983;1961;M;1208;23308
2011;1980;F;1033;23309
2016;1979;F;1046;23310
2020;1959;F;1176;23313
1998;1976;M;1058;23316
2000;1979;F;1060;23318
2020;1951;M;1180;23319
2002;1946;M;1206;23320
2020;1946;F;1169;23323
2015;1990;F;1042;23327
1988;1947;F;1071;23328
2015;1971;F;1015;23329
2012;1980;F;1251;23330
2013;1960;F;1041;23331
2000;1936;F;1045;23332
2020;1953;M;1174;23335
2016;1972;M;1037;23336
1999;1965;M;1022;23337
1992;1954;M;1045;23338
2016;1993;M;1037;23340
2009;1960;F;1060;23342
2003;1944;F;1079;23343
2020;1968;M;1156;23344
2018;1951;F;1056;23346
2019;1984;F;1205;23348
1990;1958;M;1066;23350
2021;1939;F;1034;23352
2020;1960;F;1179;23353
1996;1964;F;1015;23355
2004;1939;M;1039;23357
2017;1982;M;1208;23358
2006;1963;F;1015;23359
1999;1968;M;1018;23360
2020;1955;F;1159;23361
1973;1935;F;1053;23362
2020;1972;F;1173;23363
2020;1960;F;1165;23366
2020;1959;F;1159;23370
2006;1950;F;1033;23371
2010;1964;F;1033;23372
1997;1953;M;1095;23374
2020;1945;F;1179;23379
2008;1977;M;1216;23380
1998;1945;F;1029;23381
2020;1942;F;1184;23383
2013;1975;M;1028;23384
2010;1952;M;1055;23386
2020;1946;M;1174;23387
1996;1950;F;1033;23388
2020;1946;M;1047;23389
2017;1977;F;1023;23390
2020;1971;F;1158;23391
1973;1946;M;1053;23396
2020;1961;F;1169;23399
1999;1972;F;1022;23401
2014;1974;F;1021;23402
1991;1962;F;1028;23403
2020;1946;F;1169;23409
2020;1980;F;1180;23410
1997;1968;M;1022;23411
2016;1948;M;1207;23413
2016;1969;M;1201;23414
2020;1958;F;1179;23415
2015;1955;M;1059;23418
2005;1949;M;1041;23419
1997;1942;M;1021;23420
1992;1957;M;1033;23421
2003;1980;F;1028;23422
2020;1953;M;1177;23423
1994;1939;F;1045;23424
2011;1986;M;1203;23428
2016;1962;M;1208;23429
2012;1972;F;1021;23436
2014;1978;F;1015;23437
2000;1950;F;1035;23438
2020;1966;M;1047;23439
1984;1950;M;1025;23440
2020;1944;M;1160;23441
2020;1948;F;1160;23442
2020;1935;M;1175;23443
2020;1977;F;1047;23444
1988;1952;M;1045;23445
1997;1969;F;1018;23447
2020;1961;F;1176;23449
2020;1968;M;1165;23450
2011;1946;M;1208;23451
2004;1951;F;1201;23452
2013;1936;F;1059;23455
2020;1959;F;1164;23456
2020;2000;F;1047;23457
2010;1948;M;1054;23458
2021;1945;F;1160;23460
2014;1966;F;1029;23463
2020;1936;M;1179;23464
2020;1964;F;1038;23465
2003;1958;F;1205;23467
2001;1949;F;1206;23470
1998;1954;F;1021;23472
2011;1989;M;1032;23473
2020;1941;M;1156;23474
2020;1959;F;1159;23475
2020;1946;F;1164;23479
2019;1990;M;1038;23480
2020;1954;F;1047;23483
2004;1968;M;1042;23484
2020;1938;M;1179;23485
2016;1958;F;1046;23489
2020;1964;F;1044;23491
2020;1955;F;1186;23492
2016;1956;M;1074;23493
2002;1972;M;1202;23494
2020;1964;F;1187;23499
1997;1973;F;1021;23508
2000;1968;M;1095;23509
2001;1973;F;1022;23510
1992;1963;F;1028;23511
2019;1964;F;1039;23512
2019;1979;F;1066;23515
2014;1964;M;1054;23518
2020;1948;F;1176;23521
2018;1965;F;1065;23522
2015;1974;F;1251;23524
2020;1939;F;1177;23525
2020;1949;F;1173;23526
2013;1987;M;1054;23528
2020;1964;F;1172;23529
2019;1981;F;1252;23532
2003;1942;M;1038;23534
2019;1968;F;1038;23537
2013;1945;M;1059;23539
2007;1953;F;1086;23543
2000;1951;F;1037;23544
2020;1944;M;1182;23546
2013;1989;F;1261;23547
2020;1976;M;1044;23549
2020;1973;F;1182;23550
2016;1937;M;1046;23551
2015;1986;M;1055;23557
2018;1969;F;1065;23559
2004;1971;F;1045;23561
1984;1944;M;1052;23562
2020;1973;M;1065;23563
2020;1943;F;1079;23564
2021;1983;F;1044;23566
2001;1963;M;1205;23567
1995;1941;M;1022;23569
2020;1950;M;1180;23572
2020;1960;F;1163;23574
2013;1953;M;1059;23575
2003;1929;M;1038;23576
2020;1961;F;1165;23577
1996;1948;F;1022;23578
2019;1982;F;1046;23586
2012;1977;M;1208;23588
1999;1961;M;1205;23589
2009;1971;M;1022;23592
1988;1966;M;1022;23594
2020;1985;F;1047;23595
2011;1957;F;1033;23596
2013;1958;F;1261;23598
2002;1947;M;1207;23602
2003;1947;F;1038;23604
2020;1973;F;1173;23606
2012;1978;F;1251;23609
2007;1957;F;1052;23611
2020;1933;M;1180;23612
2019;1977;F;1066;23613
2021;1954;M;1060;23614
2020;1963;F;1157;23618
2020;1974;F;1158;23619
2018;1965;F;1043;23620
2016;1981;F;1037;23621
2020;1999;F;1045;23622
2020;1953;F;1158;23624
2008;1935;M;1039;23626
2016;1934;F;1046;23630
1997;1972;F;1058;23631
2020;1988;F;1179;23632
2020;1950;M;1171;23634
1998;1940;M;1033;23636
2014;1948;F;1208;23638
2014;1973;M;1055;23642
2007;1971;M;1018;23643
2006;1956;F;1071;23646
2020;1968;F;1044;23647
2012;1970;F;1042;23648
2020;1953;M;1167;23652
1999;1958;M;1094;23653
2020;1955;F;1166;23655
2020;1995;F;1156;23656
2016;1984;M;1037;23657
2020;1942;M;1022;23660
2018;1953;M;1065;23662
2015;1971;M;1071;23665
2020;1944;F;1183;23666
2020;1959;F;1158;23667
1985;1958;F;1009;23668
2017;1965;F;1064;23671
2020;1964;F;1046;23673
1984;1932;F;1053;23681
2020;1966;F;1174;23682
2013;1962;F;1042;23683
2019;1963;F;1065;23687
2020;1961;F;1161;23688
2002;1969;F;1028;23689
1999;1969;F;1033;23690
2000;1965;F;1021;23692
1999;1965;M;1023;23693
2001;1950;F;1040;23695
2001;1926;M;1252;23696
2020;1938;F;1184;23699
2016;1948;F;1046;23700
2018;1983;M;1035;23702
2017;1961;F;1250;23704
2004;1965;F;1034;23708
2020;1968;F;1173;23709
2020;1934;M;1155;23710
1999;1966;F;1045;23713
2015;1964;F;1073;23716
2020;1995;F;1054;23717
2019;1938;F;1046;23721
2016;1963;M;1206;23723
2007;1948;F;1025;23727
2014;1982;F;1207;23729
2020;1940;M;1179;23732
1993;1949;F;1053;23735
2017;1928;M;1037;23737
2010;1950;F;1028;23738
2019;1982;F;1046;23739
2018;1958;F;1065;23740
2000;1953;M;1022;23743
2016;1979;F;1055;23751
2015;1971;M;1056;23757
2003;1974;M;1029;23758
2020;1975;M;1065;23761
1999;1965;F;1073;23763
1988;1952;F;1033;23769
2018;1985;M;1049;23770
2019;1939;M;1025;23772
2020;1957;F;1179;23773
2020;1955;F;1156;23774
2021;1943;M;1065;23775
2013;1957;F;1261;23778
1998;1951;M;1025;23780
2019;1963;F;1066;23782
2011;1971;M;1025;23784
2021;1996;F;1018;23788
2020;1940;F;1158;23790
2014;1959;F;1086;23791
2017;1943;F;1046;23794
2001;1929;F;1079;23795
1998;1944;M;1018;23797
2001;1940;M;1041;23798
2018;1964;F;1038;23799
2012;1962;M;1074;23801
2010;1955;F;1022;23802
2020;1968;M;1158;23803
2017;1963;F;1029;23806
2015;1991;F;1028;23809
2016;1945;M;1035;23815
1991;1969;M;1094;23817
2020;1935;M;1172;23818
2006;1957;F;1207;23820
2017;1953;F;1079;23823
1995;1939;F;1040;23824
2008;1979;F;1054;23825
2014;1960;M;1066;23827
2006;1984;M;1206;23830
2020;1930;M;1179;23833
2021;1968;F;1169;23834
2003;1947;M;1058;23835
2018;1991;F;1059;23837
2020;1962;F;1172;23838
2010;1949;M;1073;23839
2021;1949;M;1073;23843
1996;1952;F;1040;23845
2015;1967;F;1015;23846
2020;1945;F;1159;23847
2014;1967;F;1203;23851
2020;1973;F;1186;23852
1999;1943;F;1074;23853
1996;1959;F;1018;23854
2020;1939;F;1169;23856
2020;1950;M;1178;23857
2018;1984;F;1251;4689
2015;1979;F;1262;4691
2003;1973;F;1203;4692
2003;1948;M;1203;4694
2018;1952;M;1261;4695
2016;1944;F;1045;4702
2012;1976;M;1201;4704
2010;1944;M;1250;4705
1994;1970;F;1252;4706
2013;1968;F;1262;4710
2009;1966;M;1252;4713
1972;1953;F;1095;4716
2017;1993;F;1207;4717
2013;1978;F;1202;4718
2000;1967;F;1203;4719
2015;1966;F;1208;4720
2008;1976;M;1203;4721
1998;1942;M;1201;4723
2005;1957;F;1216;4728
2013;1969;F;1201;4739
2016;1952;F;1262;4741
2013;1983;M;1262;4747
1972;1952;F;1203;4750
2013;1971;M;1262;4755
2018;1972;M;1206;4762
1994;1958;M;1018;4764
2014;1946;M;1251;4765
1995;1953;M;1203;4766
2015;1963;M;1202;4770
1998;1947;M;1095;4772
2016;1987;F;1262;4774
2018;1952;M;1203;4776
2018;1994;M;1207;4778
2014;1969;F;1261;4780
2013;1946;M;1262;4781
2020;1960;F;1251;4786
2017;1956;F;1203;4788
2013;1960;M;1207;4791
2018;1979;F;1203;4793
2016;1988;F;1206;4796
2018;1944;M;1261;4800
2002;1949;M;1202;4801
2007;1942;M;1250;4803
2005;1969;F;1203;4804
1998;1937;F;1025;4805
2017;1961;F;1201;4808
2016;1973;F;1250;4811
2014;1950;F;1204;4812
1998;1949;F;1204;4813
1999;1948;F;1202;4815
1999;1946;F;1202;4821
1997;1951;F;1204;4823
2017;1954;F;1205;4824
1991;1941;F;1095;4826
2020;1998;F;1250;4828
2014;1959;M;1262;4833
2009;1968;M;1018;4835
2002;1932;F;1203;4836
1996;1953;F;1035;4840
1997;1953;F;1208;4844
1999;1948;F;1202;4853
2014;1949;F;1262;4854
2003;1950;M;1207;4856
1998;1965;M;1216;4861
2004;1952;M;1206;4863
2018;1951;F;1203;4870
1986;1957;M;1028;4874
2013;1947;M;1261;4875
2013;1955;M;1262;4877
2009;1975;M;1216;4880
1996;1951;F;1015;4881
2015;1960;M;1202;4883
2015;1962;F;1261;4884
2008;1944;M;1250;4885
1985;1958;F;1201;4886
2021;1977;F;1201;4891
2004;1939;F;1216;4893
2018;1983;F;1252;4896
2021;1990;M;1201;4897
2019;1986;M;1208;4899
2000;1962;M;1202;4902
1999;1961;M;1203;4904
2019;1959;M;1216;4909
2013;1958;M;1261;4912
2013;1957;M;1262;4913
2014;1954;F;1202;4918
2005;1956;M;1208;4922
2016;1980;M;1208;4924
2012;1977;M;1216;4928
1995;1942;F;1203;4930
2021;1964;F;1262;4931
2016;1990;F;1216;4932
1999;1955;M;1018;4934
1993;1937;M;1201;4935
2016;1975;F;1251;4936
2013;1971;F;1261;4938
1999;1953;M;1202;4939
2011;1966;M;1208;4940
2013;1966;F;1261;4942
2016;1962;F;1207;4943
2016;1970;M;1250;4944
2008;1979;F;1203;4947
2013;1985;F;1205;4948
2014;1940;F;1261;4949
2002;1951;M;1206;4950
2013;1946;M;1261;4951
2003;1976;F;1250;4952
1992;1958;M;1202;4953
2000;1935;M;1201;4954
1986;1950;F;1203;4955
2015;1939;M;1250;4960
2019;1967;M;1206;4962
1996;1953;F;1033;4963
1999;1953;F;1202;4964
1994;1956;M;1204;4966
2005;1942;M;1208;4968
2015;1980;F;1201;4969
1992;1955;M;1095;4971
1995;1932;F;1201;4972
2010;1947;M;1250;4975
2008;1974;M;1203;4976
1993;1940;M;1035;4978
1999;1950;M;1202;4980
2003;1958;M;1202;4982
2010;1977;F;1207;4984
2020;1961;M;1261;4985
2009;1957;F;1203;4987
2001;1949;F;1206;4992
1995;1968;F;1204;4993
2012;1972;M;1207;4994
1999;1978;F;1204;4996
1988;1932;F;1201;4997
1985;1945;F;1095;4999
2014;1972;F;1261;5001
2013;1977;F;1262;5002
1992;1958;M;1201;5003
1982;1939;F;1053;5004
2013;1964;F;1216;5006
2019;1968;F;1250;5011
2013;1982;M;1250;5012
2013;1948;F;1262;5013
1998;1934;F;1201;5016
2016;1980;F;1033;5018
2014;1967;M;1251;5020
2002;1980;F;1206;5021
2007;1985;M;1250;5022
2002;1962;F;1202;5023
2014;1967;F;1201;5024
2001;1965;F;1021;5025
1972;1947;M;1203;5029
1999;1969;M;1202;5036
2009;1975;M;1055;5037
1990;1957;F;1203;5038
2003;1967;M;1208;5039
2014;1949;F;1206;5044
2019;1970;M;1206;5047
2008;1957;F;1206;5048
2013;1956;F;1261;5049
2003;1961;M;1073;5054
2001;1956;F;1216;5058
1998;1931;M;1019;5059
1999;1944;M;1201;5060
1991;1967;F;1216;5061
2006;1975;F;1205;5063
1994;1968;F;1203;5070
2013;1965;F;1261;5072
2016;1943;M;1204;5073
2003;1951;M;1207;5074
2013;1984;F;1262;5075
2009;1959;F;1250;5078
2017;1978;M;1206;5079
2013;1969;M;1251;5086
2012;1969;F;1208;5087
1990;1944;F;1201;5088
1993;1971;F;1252;5089
2004;1979;F;1201;5093
2015;1938;F;1208;5099
2017;1949;F;1201;5102
2017;1977;M;1201;5104
2020;1987;F;1261;5106
2017;1979;F;1261;5108
1999;1970;F;1204;5109
2014;1958;F;1027;5110
1995;1938;M;1201;5112
2002;1954;M;1207;5113
2021;1958;M;1208;5114
2014;1961;F;1205;5115
2013;1982;F;1203;5116
1998;1964;F;1009;5117
2001;1971;F;1015;5119
2017;1977;F;1206;5120
2019;1974;F;1262;5122
2009;1981;F;1206;5123
1999;1964;F;1203;5124
2008;1949;M;1250;5125
1988;1963;M;1018;5126
2013;1945;F;1262;5130
2014;1941;M;1015;5132
2013;1962;F;1251;5137
2001;1942;M;1206;5139
2021;1956;M;1204;5140
2002;1934;M;1207;5141
1994;1952;F;1204;5142
2007;1962;M;1041;5143
2003;1973;M;1261;5148
2000;1970;F;1204;5150
2004;1959;F;1206;5153
2016;1987;M;1033;5156
2013;1944;F;1261;5157
2002;1961;M;1207;5160
2015;1984;F;1208;5161
2010;1959;M;1202;5162
2017;1967;F;1021;5163
2000;1970;M;1204;5167
2013;1960;M;1262;5168
2018;1975;M;1041;5169
2012;1981;F;1207;5170
2008;1955;M;1250;5171
2001;1963;M;1208;5172
2007;1964;F;1206;5173
2019;1972;M;1205;5174
2013;1980;F;1203;5177
2014;1971;F;1262;5179
1972;1952;F;1250;5182
2016;1967;F;1251;5183
2013;1979;F;1216;5184
2013;1932;F;1201;5185
2000;1972;M;1201;5186
1999;1939;M;1202;5187
2006;1947;M;1250;5189
1998;1948;F;1203;5190
2021;1948;M;1261;5195
2013;1979;F;1261;5196
2007;1976;M;1250;5199
2005;1973;F;1041;5201
2022;1999;F;1251;5202
2014;1976;F;1202;5203
1985;1958;F;1045;5204
2000;1969;F;1202;5205
2013;1972;M;1261;5206
2003;1967;F;1207;5211
2015;1952;F;1201;5212
2021;1985;M;1251;5213
1997;1952;F;1201;5219
2002;1956;M;1207;5224
2021;1971;M;1201;5226
2002;1948;F;1206;5227
2014;1965;F;1262;5230
2013;1948;F;1261;5231
1993;1955;F;1216;5232
2019;1977;F;1250;5233
2017;1955;M;1250;5236
1984;1947;M;1216;5239
1992;1947;M;1201;5240
1993;1962;F;1204;5241
2014;1972;F;1015;5242
2013;1948;F;1262;5247
2017;1966;M;1262;5248
2004;1973;F;1039;5249
2006;1969;F;1216;5250
2008;1977;M;1033;5252
2016;1967;M;1251;5254
2015;1977;F;1201;5255
2013;1952;M;1261;5256
1992;1943;M;1201;5259
1999;1948;M;1204;5260
2015;1965;M;1201;5262
2015;1989;M;1205;5264
2004;1967;F;1206;5266
2013;1977;F;1262;5268
1999;1962;F;1203;5269
2017;1983;M;1039;5271
1998;1969;F;1201;5273
1996;1931;F;1201;5276
2009;1935;M;1203;5277
2019;1981;M;1206;5278
2009;1968;F;1203;5279
2015;1963;F;1206;5280
2015;1993;M;1251;5281
2014;1965;M;1202;5282
1997;1964;F;1204;5283
2013;1949;M;1261;5287
2018;1976;M;1207;5288
2013;1943;F;1261;5291
2016;1984;M;1216;5296
1998;1962;F;1202;5297
2002;1970;F;1207;5300
1975;1940;M;1201;5301
1999;1933;F;1201;5304
1991;1969;F;1022;5306
2009;1967;F;1201;5307
2016;1984;F;1204;5308
2015;1983;M;1261;5310
2013;1980;F;1251;5311
1987;1965;F;1022;5314
2001;1943;M;1206;5317
1972;1956;F;1250;5319
2009;1983;M;1202;5321
2000;1946;M;1250;5323
1991;1970;F;1033;5326
1998;1973;F;1201;5327
1999;1960;F;1094;5332
2004;1962;F;1203;5335
1999;1946;F;1201;5336
2016;1957;M;1216;5337
1999;1964;M;1095;5339
2017;1956;F;1251;5343
1997;1946;F;1201;5344
1999;1972;F;1203;5345
2005;1983;F;1033;5346
2018;1944;M;1262;5348
2021;1993;F;1261;5351
1992;1964;M;1203;5353
1991;1973;M;1053;5355
1972;1964;F;1203;5357
2017;1950;M;1203;5358
2013;1960;M;1262;5359
2021;1974;M;1206;5360
2005;1972;F;1261;5361
2008;1972;F;1203;5363
2014;1970;F;1056;5365
2013;1975;F;1262;5367
2004;1948;F;1203;5369
2008;1943;F;1208;5370
2000;1959;F;1018;5373
1995;1944;F;1201;5375
1999;1949;F;1208;5376
2020;1952;F;1216;5377
2021;1992;M;1202;5379
2004;1950;F;1207;5381
2009;1964;M;1206;5383
2002;1964;F;1206;5384
2010;1991;F;1021;5388
2014;1962;F;1216;5390
2013;1980;F;1261;5391
2018;1956;F;1252;5395
1998;1945;F;1252;5407
2013;1950;F;1262;5408
1997;1974;F;1204;5409
2018;1964;F;1261;5412
2006;1946;F;1252;5416
2004;1951;M;1207;5417
2021;1971;F;1250;5419
2003;1930;M;1216;5420
2018;1955;M;1204;5421
2013;1947;M;1262;5422
2003;1945;F;1204;5423
2013;1955;M;1262;5424
1988;1958;M;1009;5426
2003;1935;F;1018;5428
2019;1954;M;1251;5431
2010;1939;F;1206;5432
2017;1977;M;1204;5433
2004;1938;M;1206;5434
2017;1945;M;1261;5436
2004;1984;M;1216;5441
2003;1958;F;1207;5442
1997;1954;F;1208;5443
2014;1947;M;1205;5444
2013;1947;M;1262;5445
2017;1995;M;1261;5450
1990;1942;F;1201;5451
2013;1970;M;1262;5452
2003;1968;M;1206;5453
2013;1957;F;1262;5454
2021;1990;F;1261;5455
1998;1977;M;1202;5457
2007;1952;F;1250;5459
2006;1950;M;1204;5460
1999;1943;F;1203;5462
2003;1957;F;1201;5465
2015;1949;F;1201;5469
2015;1948;M;1207;5470
2003;1972;F;1207;5471
2014;1989;F;1262;5474
1997;1950;M;1203;5475
2021;1978;M;1251;5476
2016;1956;F;1021;5484
2002;1948;F;1207;5489
2013;1974;F;1251;5490
1996;1963;M;1203;5491
2019;1973;M;1206;5492
1996;1966;M;1083;5496
2006;1949;M;1208;5497
2020;1996;M;1033;5498
2004;1971;F;1208;5499
2001;1948;F;1202;5500
2016;1957;F;1023;5504
2019;1977;F;1204;5505
1996;1947;F;1201;5508
2013;1965;F;1206;5512
1986;1945;F;1201;5515
2003;1940;M;1202;5517
2014;1980;F;1208;5521
2013;1975;F;1207;5528
1998;1952;F;1202;5529
2020;1968;M;1201;5530
2010;1950;M;1206;5531
2015;1986;F;1201;5536
2014;1983;F;1033;5538
2012;1974;F;1216;5542
2004;1980;F;1208;5543
2000;1965;F;1203;5545
2013;1968;F;1262;5546
2013;1973;F;1262;5548
2013;1952;F;1261;5549
2014;1952;M;1262;5552
2013;1942;M;1262;5556
2013;1955;F;1202;5557
1997;1942;M;1201;5558
2013;1953;F;1262;5559
2019;1952;M;1203;5561
2005;1947;M;1206;5563
2019;1977;M;1201;5565
2021;1996;M;1204;5566
2000;1975;F;1018;5567
1999;1967;F;1203;5568
1999;1944;M;1203;5570
2013;1950;F;1261;5573
1995;1945;M;1201;5574
1997;1952;F;1204;5578
2019;1991;M;1204;5581
2003;1938;M;1208;5585
1988;1951;F;1201;5586
2019;1992;F;1207;5587
2011;1988;F;1201;5589
1994;1948;F;1204;5591
2013;1970;M;1261;5594
2018;1956;F;1204;5596
2020;1988;F;1261;5597
2017;1973;M;1053;5599
2010;1973;M;1201;5600
2000;1960;M;1201;5602
2003;1949;F;1204;5605
1998;1945;M;1202;5606
2015;1955;M;1216;5607
2017;1955;M;1262;5608
1984;1942;M;1203;5612
1998;1933;M;1202;5613
2000;1978;F;1203;5616
2014;1990;F;1201;5618
1992;1947;F;1202;5619
2015;1972;F;1250;5620
2019;1972;F;1201;5621
2017;1996;F;1261;5622
2015;1969;F;1262;5624
2007;1950;F;1250;5625
2004;1965;M;1203;5626
2002;1957;F;1207;5627
2009;1959;F;1202;5628
2004;1976;F;1033;5635
2016;1994;F;1203;5637
2013;1942;M;1261;5638
2014;1953;M;1203;5641
2012;1956;M;1202;5642
2003;1959;F;1208;5643
1998;1944;M;1202;5646
1990;1945;F;1201;5647
1992;1957;F;1009;5648
2012;1961;F;1208;5652
2011;1946;M;1208;5657
2004;1960;M;1018;5658
2004;1968;F;1205;5662
2015;1954;F;1261;5664
1991;1964;F;1205;5665
2016;1987;M;1208;5667
2002;1966;F;1207;5668
2017;1969;F;1261;5669
2011;1975;F;1204;5672
2002;1932;F;1207;5676
1987;1960;M;1216;5677
2002;1976;F;1207;5678
1985;1949;F;1207;5679
2014;1954;F;1251;5680
2015;1962;F;1201;5681
2017;1971;F;1206;5683
2007;1966;F;1033;5684
2013;1963;F;1202;5685
2003;1946;F;1201;5686
2014;1952;M;1208;5688
2014;1991;F;1203;5689
1985;1951;F;1203;5690
1992;1941;F;1201;5691
1992;1952;M;1018;5696
2018;1989;M;1251;5699
2008;1959;M;1202;5703
2015;1980;F;1251;5704
2010;1970;M;1252;5705
1976;1933;M;1015;5707
2007;1965;M;1216;5708
2003;1973;F;1206;5710
1992;1969;F;1202;5711
2019;1959;M;1207;5713
1996;1945;F;1201;5714
2015;1958;F;1208;5718
2009;1985;F;1205;5721
2003;1966;F;1202;5722
2003;1975;F;1203;5724
2018;1948;M;1262;5726
1999;1976;F;1204;5728
2013;1946;M;1204;5729
2000;1973;F;1205;5731
2001;1965;M;1202;5734
2013;1979;F;1205;5735
1992;1950;M;1201;5738
2015;1979;M;1204;5742
2005;1945;M;1095;5746
1999;1973;M;1203;5750
2011;1978;F;1203;5753
2013;1951;M;1206;5758
2021;1981;M;1208;5759
1985;1952;F;1018;5762
2006;1956;M;1216;5764
2006;1984;F;1216;5765
2017;1970;F;1202;5766
2021;1966;M;1216;5768
1999;1969;M;1203;5769
2012;1988;F;1208;5770
1994;1937;M;1201;5772
1996;1940;M;1202;5773
2016;1997;F;1252;5774
1993;1952;M;1204;5778
1998;1942;M;1202;5782
2003;1947;F;1201;5783
2000;1964;F;1203;5784
2020;1964;F;1261;5786
2003;1967;M;1038;5787
1998;1957;F;1252;5788
2015;1952;F;1202;5789
2001;1971;M;1202;5792
2014;1976;M;1205;5793
2004;1950;F;1203;5794
2002;1953;F;1205;5796
2014;1955;M;1251;5797
1994;1965;M;1203;5798
2014;1967;F;1250;5800
2020;1964;F;1251;5801
2020;1968;F;1251;5802
2017;1989;M;1201;5803
2021;1978;F;1216;5806
1990;1957;F;1033;5807
2013;1959;M;1261;5811
2014;1939;M;1204;5813
2020;1961;M;1252;5814
1986;1941;M;1203;5815
1983;1951;F;1201;5816
2018;1965;F;1207;5817
2019;1969;M;1038;5818
2013;1989;M;1203;5820
2004;1980;M;1206;5823
1999;1951;F;1205;5824
2003;1970;M;1038;5826
2003;1962;F;1202;5830
2013;1939;M;1261;5831
2021;1950;M;1262;5832
2013;1957;M;1261;5833
2016;1960;F;1261;5835
2016;1972;M;1201;5836
1995;1960;M;1204;5839
1995;1954;M;1095;5840
2013;1943;F;1262;5841
1999;1962;M;1202;5842
1999;1955;F;1252;5846
2017;1953;F;1261;5847
2020;1979;F;1208;5851
2012;1974;F;1203;5854
2016;1966;F;1262;5855
2003;1957;F;1207;5856
2013;1974;F;1261;5857
2009;1981;F;1216;5861
2004;1973;F;1206;5863
1998;1962;F;1252;5865
1972;1947;F;1095;5868
1991;1964;F;1201;5869
2015;1960;F;1206;5871
1998;1953;F;1201;5874
1994;1944;F;1204;5875
2010;1949;M;1201;5878
2012;1980;F;1250;5880
2011;1973;F;1207;5881
2013;1969;F;1206;5882
2016;1957;M;1261;5883
2001;1955;F;1203;5885
1998;1970;F;1250;5886
2013;1969;F;1261;5888
1998;1944;F;1203;5889
2001;1948;F;1015;5892
1991;1971;M;1009;5893
1995;1943;M;1202;5894
1996;1964;F;1252;5895
1999;1947;M;1095;5897
2014;1964;F;1250;5900
1993;1953;M;1202;5901
1999;1978;M;1095;5903
1999;1941;F;1203;5904
2018;1987;M;1261;5906
2013;1950;M;1262;5907
1993;1932;M;1204;5908
1997;1949;M;1018;5909
1994;1940;M;1203;5910
2014;1989;F;1207;5911
2000;1952;F;1205;5913
1994;1950;F;1018;5914
1999;1957;F;1205;5918
2005;1982;F;1208;5919
1994;1933;M;1201;5921
2003;1984;M;1033;5923
2013;1958;M;1262;5924
2002;1942;M;1207;5925
2003;1963;F;1073;5927
2003;1969;F;1208;5928
2013;1945;F;1206;5929
2019;1981;F;1250;5932
2014;1970;M;1202;5933
2014;1956;F;1208;5934
2013;1991;F;1262;5936
2003;1970;M;1206;5937
2019;1992;F;1201;5938
2021;1962;F;1251;5939
1998;1962;F;1250;5940
2016;1977;F;1216;5941
1999;1953;F;1203;5943
2009;1980;F;1207;5944
1998;1935;M;1202;5945
2004;1970;M;1208;5949
2019;1962;F;1262;5953
2021;1986;F;1207;5954
2000;1951;M;1205;5957
2015;1948;F;1251;5959
2012;1965;F;1206;5960
2007;1948;F;1250;5961
2002;1937;F;1206;5962
2006;1965;F;1204;5963
2003;1940;M;1252;5964
2017;1982;M;1261;5965
2013;1974;F;1261;5966
2016;1983;F;1201;5967
1995;1967;M;1216;5968
1993;1942;F;1201;5969
2001;1958;F;1202;5970
2009;1951;F;1207;5972
2021;1949;M;1208;5977
2018;1985;M;1206;5979
1999;1950;F;1205;5980
2019;1988;F;1206;5981
2021;1982;F;1201;5983
1997;1952;M;1202;5985
2021;1962;M;1205;5986
2013;1946;F;1261;5991
2014;1975;F;1262;5993
1985;1952;F;1252;5997
2017;1952;F;1201;5998
2013;1974;M;1261;5999
2019;1972;F;1252;6003
1991;1972;F;1053;6006
2018;1946;F;1201;6007
2017;1972;M;1205;6010
2013;1957;F;1261;217
1999;1969;F;1206;218
2008;1977;M;1204;220
2003;1970;F;1207;221
2001;1982;M;1203;222
2019;1971;F;1261;225
1972;1940;M;1203;229
2014;1984;F;1261;230
1994;1965;M;1045;232
1995;1959;F;1202;233
2010;1959;F;1203;234
2020;1991;F;1208;237
2019;1959;M;1206;238
2014;1962;M;1261;239
2003;1974;F;1216;240
1990;1958;M;1203;241
2013;1959;M;1262;242
2013;1953;F;1262;245
